household_email,appliance_number,hspf,seer
ypatak@zathunicon.com,2,20.6,65.8
ypoquette@zotware.com,3,20.5,38.1
yrodenberger@konmatfix.com,1,24.7,39.6
yrulapaugh@konmatfix.com,1,15.5,31.2
ysengbusch@rantouch.com,4,19.2,48.1
ysengbusch@rantouch.com,6,22,36.4
ysuell@dambase.com,3,24.7,48.9
ysuell@dambase.com,6,19.5,23.4
yweirather@newex.com,1,25,41.6
yyum@golddex.com,1,22.4,41.7
zgrenet@hatfan.com,1,22.4,40.7
aacuff@rantouch.com,3,17,58.5
aauffrey@rundofase.com,1,19.4,44.9
abevelacqua@zencorporation.com,1,19.3,31
abiddy@bioholding.com,4,20.7,47.5
abilden@labdrill.com,4,22.4,53.6
aborgman@konex.com,1,20.8,28.9
abowley@zoomit.com,1,21.7,52.5
abruschke@plusstrip.com,4,21.7,47.9
acalvaresi@nam-zim.com,2,22.5,48.8
acalvaresi@ontomedia.com,6,26.4,38.5
acoyier@y-corporation.com,4,32.1,34.5
adegonia@bioholding.com,7,21.3,47.6
adegroot@isdom.com,1,24.6,42.8
agato@ontomedia.com,6,15.6,56
aisenhower@warephase.com,2,21.1,49.5
akardas@green-plus.com,2,19,53.1
akarpin@faxquote.com,2,22.3,48.4
akeneipp@bioholding.com,3,21.8,40.2
alacovara@hatfan.com,1,22.4,30.9
alietz@j-texon.com,6,26.4,30.8
amiceli@funholding.com,3,27.3,49.5
amondella@funholding.com,6,21.3,30.9
apalaia@cancity.com,3,17.7,46.8
apoquette@faxquote.com,2,18.9,40
apoquette@goodsilron.com,3,29,37.6
arantanen@golddex.com,2,25.8,64.9
arhoden@zathunicon.com,1,18.4,52.5
arhoden@zathunicon.com,2,12.9,31.4
asaulter@codehow.com,1,17.3,38.6
asilvestrini@sunnamplex.com,4,22.9,41.5
askulski@blackzim.com,4,23.5,52
aspickerman@year-job.com,2,22.8,43.9
astaback@kinnamplus.com,4,26.3,38.4
astenseth@stanredtax.com,2,16.3,47.1
ategarden@treequote.com,1,19.7,42.5
avenere@fasehatice.com,3,21.2,55.6
awaycott@ganjaflex.com,4,22.8,54.9
azagen@plussunin.com,2,21.5,34
bagramonte@zumgoity.com,2,17.6,34.6
bahle@stanredtax.com,2,19.1,34.2
bbeech@scottech.com,1,20.2,41.1
bberganza@streethex.com,2,21.7,38.2
bbreland@plusstrip.com,4,12.1,36.8
bbrossart@konex.com,5,16.4,15.7
bbubash@cancity.com,1,16.6,36.6
bcetta@singletechno.com,2,20.8,37.5
bcolla@mathtouch.com,2,23.4,51.5
bcousey@nam-zim.com,6,20.2,33.6
bdevreese@streethex.com,1,23.8,40.3
bfrankel@sunnamplex.com,4,27.8,47.7
bgochal@scotfind.com,1,16.5,21.5
bkalafatis@kinnamplus.com,3,21.6,49.1
bkiel@stanredtax.com,1,17.4,35.7
blinahan@mathtouch.com,1,24.4,25.1
bmcnease@cancity.com,2,23.8,46.9
bmyricks@green-plus.com,3,24.5,38.1
bpadilla@zathunicon.com,2,25.1,37.9
bregusters@domzoom.com,1,27.5,39.7
brhymes@funholding.com,2,18,45.6
bshields@yearin.com,2,19.7,50.3
bspringe@betatech.com,1,30.1,32.8
btomasulo@green-plus.com,2,19,34.7
btomasulo@green-plus.com,6,17.3,43.3
bturinetti@zathunicon.com,3,18.2,68.8
byum@finhigh.com,3,25.2,36
cahle@newex.com,1,29.9,27.9
cangalich@xx-zobam.com,3,9.9,52.7
cauffrey@hottechi.com,2,28.1,61.8
cbruschke@ontomedia.com,1,21.6,33.9
ccetta@rundofase.com,5,23.8,32.7
cdallen@singletechno.com,9,23.4,44.8
cdegroot@newex.com,4,20.8,44.4
cdickerson@singletechno.com,9,26.9,43
cdinos@donquadtech.com,1,17.7,34.7
cehmann@opentech.com,3,25.6,24.7
cfrey@ron-tech.com,3,22,37.7
cgillian@ontomedia.com,6,22.2,42.3
cgochal@konex.com,3,26.3,45.4
cgochal@konex.com,6,26.2,40.6
cgrenet@y-corporation.com,1,24,41.2
choneywell@konex.com,1,18.2,35.3
choneywell@konex.com,4,18.7,45.4
ckines@bioholding.com,3,24.4,36.1
ckusko@conecom.com,1,28.2,43.5
ckusko@conecom.com,2,21.5,51.5
cmadarang@rundofase.com,6,21.1,57.1
cmeisel@sunnamplex.com,2,22.3,23
cmeisel@sunnamplex.com,3,19.7,48.9
cpalaspas@finhigh.com,1,18.4,38.7
cpaprocki@scotfind.com,1,22.5,38.3
cperin@zoomit.com,5,25.6,55.8
cshields@bioholding.com,1,26.2,38.1
csuffield@codehow.com,2,24.1,40.2
ctjepkema@isdom.com,3,26.2,40
cturinetti@donquadtech.com,3,23.1,38.1
cvanausdal@domzoom.com,1,20.1,53.3
cvillanueva@zumgoity.com,1,29.7,36.6
cwardrip@betasoloin.com,2,24.9,43.7
czepp@y-corporation.com,3,24.1,51.5
dangalich@silis.com,5,13.6,46.3
dangalich@silis.com,6,23.4,25
dbarfield@ganjaflex.com,4,24.6,66.2
dbennick@zotware.com,5,25.8,50.4
dbevelacqua@silis.com,3,16.7,33.3
dburnard@zathunicon.com,2,22.3,31.8
dbuvens@iselectrics.com,3,26.4,51.5
dfelger@y-corporation.com,15,22.9,54.1
dhidvegi@konmatfix.com,5,25,53.9
dkines@gogozoom.com,2,23.6,32.9
dkippley@plexzap.com,2,26.4,48
dleto@ganjaflex.com,2,19.2,36.6
dleto@ganjaflex.com,3,26.8,50.5
dmorasca@y-corporation.com,4,28.4,61.7
dschemmer@iselectrics.com,3,15,36.5
dschemmer@streethex.com,3,21.7,57.6
dshadrick@rantouch.com,1,19.7,46.3
dspickerman@fasehatice.com,2,20.4,49.4
dyori@bioholding.com,1,23.7,58
dzurcher@plexzap.com,2,24.2,50.9
eamyot@sumace.com,3,18.4,23.3
ebitsuie@labdrill.com,3,25.1,59.9
ecanlas@labdrill.com,2,20.3,41.5
ecaudy@xx-holding.com,2,24.8,42.8
eeroman@yearin.com,7,21.9,46.8
ehoneywell@doncon.com,2,19.4,48.6
ekonopacki@plusstrip.com,2,22.3,36.6
emyricks@betatech.com,3,16.7,38.9
enunlee@dalttechnology.com,3,21.7,27.6
epagliuca@singletechno.com,1,16,31.8
esaulter@iselectrics.com,1,17.1,40
esimilton@blackzim.com,1,17.9,46.4
esweely@labdrill.com,1,21.3,32.7
ewalthall@betasoloin.com,1,25.1,25.5
ezane@labdrill.com,2,19.1,52.3
fankeny@year-job.com,1,26.8,27.9
fchaffins@zathunicon.com,3,18.2,62
fchaffins@zathunicon.com,4,28.5,46.4
fdenooyer@newex.com,1,15.3,34.5
fdopico@statholdings.com,1,16.3,44.9
ffigeroa@lexiqvolax.com,3,27.8,38.8
fherritt@singletechno.com,1,23.7,37.7
fkannady@treequote.com,2,24.8,50.5
fmarrier@condax.com,3,17.1,49.9
fpatak@bioplex.com,1,21.9,52.1
fpedrozo@domzoom.com,1,25.7,44
freiber@ganjaflex.com,4,20.1,38.8
fstrassner@bioholding.com,2,22.5,49
fwiklund@groovestreet.com,2,19.6,33.2
fwitten@rantouch.com,3,16,49.8
fwolny@yearin.com,3,28.6,55.9
gbutt@plussunin.com,2,13.9,48
gcorrington@y-corporation.com,1,19.8,44.3
gcoyier@green-plus.com,1,25.6,37.5
gcoyier@groovestreet.com,4,24.2,32.1
gferrario@konex.com,1,22.4,34.9
ggiguere@scotfind.com,6,16.3,46
ggleich@zathunicon.com,3,24.5,49.2
ggotter@zumgoity.com,5,28.4,26.5
ghoffis@year-job.com,1,19.6,28.3
gkannady@finhigh.com,2,20.7,36.9
glimmel@scottech.com,7,28.7,60
gmarrier@rantouch.com,1,29.9,39.8
gmccullan@opentech.com,4,20.9,44.2
gmccullan@opentech.com,5,16.6,55.2
gmunis@kan-code.com,3,20.3,40.9
gnicka@ron-tech.com,2,18.4,41.7
gnicka@ron-tech.com,5,22.5,49.6
greiber@y-corporation.com,3,19,46.3
grentfro@iselectrics.com,3,27.6,49.2
gsengbusch@treequote.com,1,15.7,44.9
gtomasulo@year-job.com,4,26.7,29.9
hchickering@dambase.com,3,32.6,42.6
hgesick@betasoloin.com,2,26.3,64
hgrenet@streethex.com,1,17.3,49.2
hkannady@silis.com,5,18,48.9
hpadilla@zathunicon.com,2,30.5,54.5
hsaulter@scotfind.com,5,19.4,43.3
hsergi@year-job.com,4,17.3,53.9
hstimmel@bioholding.com,1,27.9,34.6
hwolny@j-texon.com,1,21,74.7
jbuvens@toughzap.com,1,25.9,29.5
jcomnick@zathunicon.com,1,20.8,44.8
jcraghead@singletechno.com,3,16.8,27.1
jfortino@sonron.com,2,19.7,49.4
jgalam@kan-code.com,2,25.3,38.6
jgato@singletechno.com,1,22.7,34
jgotter@labdrill.com,1,18.5,35.2
jhoffis@rantouch.com,2,21.6,38.6
jisaacs@plussunin.com,1,19.3,40.9
jjacobos@ganjaflex.com,3,16.4,48.5
jlukasik@blackzim.com,2,22.4,47.1
jmallett@openlane.com,3,14.8,27
jmalvin@faxquote.com,2,25.8,36.9
jmondella@scotfind.com,4,19.2,34.5
jsahagun@statholdings.com,3,22,27.7
jseewald@kinnamplus.com,2,24.8,39.5
jspickerman@donquadtech.com,3,24.3,41.6
jsweely@betasoloin.com,2,22.8,37.2
jtromblay@mathtouch.com,1,24.9,18
jwalthall@ontomedia.com,2,28.7,47.9
kagramonte@labdrill.com,1,26.9,50.3
kcaudy@kinnamplus.com,4,23.3,43.9
kdallen@newex.com,3,24.7,50.7
kferencz@fasehatice.com,3,21,43.6
kgudroe@dalttechnology.com,1,22.9,40.6
kklimek@sumace.com,1,21.9,49.8
klabreche@betasoloin.com,3,24.2,64.7
klietz@plusstrip.com,3,19.7,54.6
klimmel@green-plus.com,3,21.5,54.6
kloader@betasoloin.com,2,20.4,33.4
kmarrier@konmatfix.com,3,19.2,55.4
kmclaird@sonron.com,1,20.3,49.7
knestle@nam-zim.com,2,23.7,36.9
kperez@silis.com,3,18.6,54.3
kshadrick@dontechi.com,1,19.6,31.9
kspringe@nam-zim.com,4,21.7,37.9
lbaltimore@kan-code.com,3,24.1,28
lbarfield@doncon.com,3,28,38
lboord@yearin.com,1,20.5,53.7
lboulter@labdrill.com,3,21.2,50.7
lbriddick@singletechno.com,1,24.8,38.1
lchaffins@plussunin.com,3,21.4,41.9
lcolaizzo@bioplex.com,4,20.7,53.4
lcolla@plussunin.com,3,21,31.1
lcousey@dambase.com,2,26.2,40.7
lemard@singletechno.com,3,21.3,59.7
lfallick@sonron.com,7,19.3,52.9
lfeichtner@donquadtech.com,1,14.8,43.1
lfunnell@opentech.com,2,19,38.1
lkohnert@warephase.com,2,28.9,47.5
llary@inity.com,3,19.2,44.1
llatzke@dontechi.com,7,24.3,34.7
lleinenbach@condax.com,7,26.1,23.5
llinahan@singletechno.com,3,22.5,51.2
lloader@treequote.com,3,23.3,44.9
llueckenbach@zoomit.com,7,22.4,32.1
lmarrier@blackzim.com,1,17.2,36.5
lmarrier@opentech.com,2,16.4,39.9
lmeinerding@domzoom.com,4,23.9,36.3
lmenter@hottechi.com,2,20.4,45.6
lonofrio@rangreen.com,1,23.8,45.3
lpaa@dontechi.com,3,20.3,44.6
lpapasergi@goodsilron.com,2,20,46.9
lscheyer@funholding.com,2,21.3,37.1
lscipione@zathunicon.com,3,22.7,44.5
lskursky@ganjaflex.com,5,19.1,39.3
lstimmel@iselectrics.com,3,18.6,41.7
lstrassner@kan-code.com,3,17.1,51.3
lstrassner@kan-code.com,4,14.6,48.5
ltreston@ganjaflex.com,5,19.8,54.2
lvizarro@hatfan.com,7,26.8,41.1
lwardrip@streethex.com,6,19.7,64.4
lwiklund@inity.com,1,24.7,44.3
macuff@iselectrics.com,2,15.9,23.9
mauffrey@kan-code.com,2,21.7,40.2
mbiddy@zumgoity.com,1,27.1,46.8
mbriddick@funholding.com,1,11.1,43.4
mbutzen@bioplex.com,3,23.4,41.7
mcaudy@newex.com,1,23.4,20.1
meanes@bioplex.com,1,20.4,37.7
mgalam@xx-holding.com,1,17.9,47.6
mgarufi@betasoloin.com,1,20.5,47.5
mhiatt@rantouch.com,3,24.2,56.2
mmalvin@betasoloin.com,4,18.9,31
mmiro@yearin.com,2,23.6,42.7
mruta@kinnamplus.com,3,25.4,31
mschemmer@zathunicon.com,3,25.9,43.2
msilvestrini@zathunicon.com,1,22.2,55.4
mskursky@opentech.com,1,24.3,62.4
mstenseth@betatech.com,2,28,42.3
mvanheusen@hatfan.com,4,24.4,41.1
mvonasek@xx-holding.com,1,15.4,32
mwolny@opentech.com,1,21.8,44.7
mworlds@doncon.com,1,24,47.3
mwrinkles@funholding.com,1,10.6,37.1
nfortino@gogozoom.com,6,25.3,54.2
nfrerking@sumace.com,1,31.9,39.2
ngarufi@zoomit.com,3,21.5,37
nheintzman@mathtouch.com,1,23.2,46.2
nhirpara@doncon.com,3,21.1,24.8
nlawler@scottech.com,5,19.4,33.2
nlayous@warephase.com,2,11.7,54
nmatuszak@golddex.com,2,26.5,35.6
odinos@betatech.com,2,22.6,39.9
oostolaza@zencorporation.com,2,19.6,36.4
phanafan@rangreen.com,1,16.9,52.3
pmai@hottechi.com,2,31.2,20.7
pparlato@iselectrics.com,3,26.6,31.8
pradde@bioholding.com,1,22.7,43.8
pwesterbeck@funholding.com,1,24,50.3
pzagen@sunnamplex.com,8,19.6,25.3
qflosi@domzoom.com,6,21.9,42.3
qkiel@streethex.com,6,25.6,53.2
ramyot@isdom.com,3,20.7,50.7
rbiddy@konmatfix.com,4,16.2,25.6
rbrucato@streethex.com,3,24.8,41.6
rcartan@opentech.com,4,17.3,42.3
rchickering@gogozoom.com,4,25,27.1
rdenooyer@openlane.com,4,25.5,62.3
rgibes@opentech.com,4,21.4,44.9
rgochal@hottechi.com,7,23.2,62.2
rhalter@konmatfix.com,2,15.3,47.4
rhaufler@sonron.com,1,24.6,41.5
rinouye@rundofase.com,2,22.4,51.8
rjacobos@sunnamplex.com,1,17.2,51.2
rmalvin@betatech.com,1,21.1,46.3
rperin@scottech.com,2,22.3,62.7
rrhoden@scottech.com,1,24.5,52
rrhoden@scottech.com,2,28.6,49.5
rrhoden@y-corporation.com,2,23.5,44.2
rswayze@fasehatice.com,2,25.8,27.4
rsweely@zoomit.com,3,22.3,48.1
rtheodorov@streethex.com,2,20.4,44.8
rworlds@zoomit.com,9,19.9,46.5
sberlanga@rangreen.com,1,26.4,56.2
sdevreese@streethex.com,5,33.7,46.3
sduenas@cancity.com,3,23.6,23.8
sflosi@goodsilron.com,3,25.7,45.8
sgillian@silis.com,4,23.5,45.4
shalter@groovestreet.com,6,29.5,48.3
skiel@sumace.com,2,19.4,49.4
sklimek@golddex.com,4,21.8,50.3
slinahan@toughzap.com,2,19.5,39.7
sloder@kan-code.com,2,19,45.8
smanno@sonron.com,2,20,44.7
snayar@plussunin.com,2,24.7,63.7
sparlato@zumgoity.com,3,22,49.1
spoquette@funholding.com,12,24.4,32.8
srestrepo@bioplex.com,3,24.6,58.5
ssayaphon@rangreen.com,2,26,19.1
stillotson@doncon.com,1,15.8,50.9
tarceo@sumace.com,2,20.8,46.8
tarias@zencorporation.com,1,24.3,51.9
tarias@zencorporation.com,2,19.4,39.7
tberganza@bioplex.com,4,19,31.8
tbrachle@finhigh.com,1,14.5,48.2
tcookey@finhigh.com,2,24,45.5
tcork@bioholding.com,1,29.5,35.5
tcork@bioholding.com,2,17.5,41.7
tdegonia@zotware.com,2,17.8,47.7
tdeleo@warephase.com,2,19.2,48.9
tdopico@konex.com,6,23.8,40.3
teanes@plussunin.com,3,19.7,25.3
tfritz@year-job.com,1,22.5,33.8
tgellinger@blackzim.com,1,15.1,45.3
tgobern@hottechi.com,2,24.8,58.4
tharnos@fasehatice.com,3,26.5,60.3
tharnos@statholdings.com,2,14.3,62.5
tlinahan@sumace.com,3,16.1,40.1
toldroyd@rantouch.com,2,22.4,41.6
toldroyd@rantouch.com,7,19.8,43.9
treiber@inity.com,4,24.7,34.3
tskulski@openlane.com,3,20.6,27.2
tyum@yearin.com,2,26.2,37.7
vblackwood@konex.com,4,21.8,55.9
vbourbon@labdrill.com,1,21.8,47.6
vgehrett@golddex.com,2,22.1,37.9
vkeener@sumace.com,3,16.4,55
vmaybury@faxquote.com,6,22.4,39.9
vrodefer@plexzap.com,3,13.6,21.6
vroyster@zathunicon.com,1,28.4,56
vstorment@donquadtech.com,1,26.4,45.2
vsweigard@xx-zobam.com,1,13.6,44.2
vweglarz@cancity.com,2,19.3,24.2
vwenzinger@zathunicon.com,6,12.7,47
wbrachle@bioholding.com,1,23.2,39.5
wfallick@plusstrip.com,2,17.9,46.5
wferencz@openlane.com,2,21.7,20.4
wfoller@stanredtax.com,2,18.8,24.4
wfoller@stanredtax.com,3,25.8,53.2
wpoquette@betasoloin.com,1,20.8,65.3
wtheodorov@zoomit.com,3,25.4,53.1
wwildfong@bioholding.com,1,19.9,42.4
ybruschke@konmatfix.com,1,23.4,28.4
yferencz@bioholding.com,1,16.9,32.1
ysuell@dambase.com,2,25.3,34.3
awiklund@gogozoom.com,1,20.2,42.8
btollner@streethex.com,4,20,36
cdelasancha@streethex.com,4,20.2,47.7
ckownacki@doncon.com,2,26.6,42.1
cperruzza@warephase.com,1,22.6,48.4
cstockham@ontomedia.com,1,18.6,42.5
dberray@groovestreet.com,2,17.9,46.9
dhidvegi@konmatfix.com,3,24.6,44.9
drodefer@fasehatice.com,1,25.8,37.9
ecoody@treequote.com,1,17.7,38.6
fmerced@konmatfix.com,3,26.4,55.1
gdelasancha@hottechi.com,3,25.9,52.2
ggiguere@singletechno.com,3,25.8,45.8
gsamara@mathtouch.com,2,20.8,54.3
gtomasulo@scottech.com,3,24.3,46.1
jcampain@betasoloin.com,1,21,18.7
jcartan@opentech.com,6,26.6,36.6
kduenas@conecom.com,2,17,51.6
lkampa@conecom.com,1,25.4,39.5
lzane@y-corporation.com,3,21.8,38.6
mauffrey@zotware.com,2,21.7,35.1
mperruzza@konex.com,3,22.4,51.3
msama@betatech.com,2,19.2,39.4
ncolaizzo@yearin.com,1,27.8,34.3
nhalter@year-job.com,3,24.2,44.1
nperin@bioholding.com,3,22.1,32.4
ostockham@y-corporation.com,3,21.4,58.2
sberlanga@rantouch.com,1,18.5,43.1
scaldarera@treequote.com,5,24.7,43.9
shamilton@conecom.com,3,25.1,32.9
syaw@stanredtax.com,3,28.6,21.4
tmccullan@zotware.com,1,19.9,52.7
acalvaresi@nam-zim.com,5,12.7,35.5
acoody@finjob.com,3,24.2,33
ademesa@bioholding.com,2,27.4,48.8
aehmann@mathtouch.com,5,19.4,56.1
agellinger@condax.com,1,16,56.3
agesick@rantouch.com,2,20.6,28.3
ahoopengardner@zumgoity.com,4,22.4,42.5
ajurney@silis.com,3,23.3,43
alacovara@hatfan.com,2,22.2,48.9
amai@warephase.com,2,27.5,46.5
amiceli@funholding.com,2,25.2,47
amiro@groovestreet.com,1,23.1,46.2
amyricks@konmatfix.com,1,19.4,43.2
areiber@scottech.com,6,24.1,55.2
arochin@toughzap.com,3,27.6,34
arodefer@sumace.com,2,32.7,40.3
asawchuk@hottechi.com,2,19.8,50.4
ascheyer@ontomedia.com,4,18.2,32.3
ascheyer@ron-tech.com,6,22.4,42.9
aschmaltz@scotfind.com,1,24.5,57.5
atheodorov@fasehatice.com,4,16.4,41.6
aturinetti@scotfind.com,2,19.9,46.9
aturinetti@scotfind.com,3,19.7,44.9
aworlds@plussunin.com,3,16.7,59.9
bcetta@singletechno.com,1,21.9,41.9
bfortino@green-plus.com,1,23.2,50.6
bgiguere@bioholding.com,2,20.6,57.3
bhalter@rangreen.com,3,16.6,36
bhirpara@openlane.com,1,22.3,44
bhoneywell@gogozoom.com,1,22.7,31.8
bjuhas@hottechi.com,2,18.5,40.4
bkeener@donware.com,2,21.7,66.8
bkippley@groovestreet.com,2,25.7,33.9
blawler@plusstrip.com,1,27.2,31.8
bluczki@domzoom.com,1,27.9,37.5
blungren@zotware.com,3,18.8,60.5
bmaynerich@faxquote.com,1,13,36.9
bnievas@iselectrics.com,2,20.3,41.8
bschirpke@donquadtech.com,3,20.1,58.5
bsteffensmeier@y-corporation.com,2,21.8,37.1
bupthegrove@blackzim.com,1,15.7,25.1
camyot@finhigh.com,1,17,38.1
cauffrey@fasehatice.com,1,20.1,40.7
cbayless@silis.com,1,20.8,51.9
cbutzen@faxquote.com,3,17,29.8
ccalvaresi@rantouch.com,4,21.7,60.5
ccrupi@golddex.com,2,25.7,50.1
cemigh@dalttechnology.com,1,24.7,28.6
cfrankel@isdom.com,4,20.9,36.2
cfrey@ron-tech.com,1,20.6,36.9
cgehrett@isdom.com,4,26.5,42
chagele@y-corporation.com,1,20,50.9
chiatt@blackzim.com,1,26.1,33.3
citurbide@gogozoom.com,4,15.6,50.7
ckannady@green-plus.com,2,19.3,33.7
ckoppinger@hottechi.com,3,18.3,42.2
clueckenbach@year-job.com,1,22.4,34.4
cpalaspas@finhigh.com,3,25.3,44.1
cpapasergi@golddex.com,1,18.3,52.7
crhoden@funholding.com,3,20.4,40.9
cryser@stanredtax.com,1,27.8,23.5
csahagun@scotfind.com,2,24.1,38.3
cschnitzler@rangreen.com,2,17.9,38.8
csilvestrini@donquadtech.com,3,26.5,27.2
cskursky@nam-zim.com,6,23.8,27
csyrop@rundofase.com,1,18.7,42.2
ctjepkema@ron-tech.com,4,23.8,32.2
ctoelkes@stanredtax.com,1,23.5,29.8
cvonasek@kan-code.com,2,15.5,48.3
cyaw@condax.com,2,22.6,60.6
cyaw@xx-holding.com,4,20.2,38.1
dabdallah@bioplex.com,6,24.8,43.4
dacey@mathtouch.com,1,22.8,67.6
dacey@mathtouch.com,3,24.6,49.9
dbennick@zotware.com,4,22.8,32.3
dbevelacqua@silis.com,2,26.8,41.4
dbuvens@rangreen.com,3,22.2,56
dbuvens@rangreen.com,4,15.6,46.2
dcoyier@zathunicon.com,1,20.9,26.5
ddiscipio@j-texon.com,2,23.6,35.3
destell@xx-zobam.com,2,24.3,43.2
dfeichtner@toughzap.com,7,22.4,50.7
diturbide@ganjaflex.com,2,23.2,36.1
djurney@labdrill.com,3,21.8,64.7
dkippley@plexzap.com,7,19.1,31.4
dkoppinger@blackzim.com,1,18.7,40
dlatzke@funholding.com,1,19.7,57.9
dleto@ganjaflex.com,1,26.7,30.9
dmanno@ron-tech.com,1,22.4,37.8
dmeisel@goodsilron.com,5,23.5,56.4
dmorasca@y-corporation.com,1,16.6,55.5
dpagliuca@stanredtax.com,10,15.3,36.3
dpontoriero@plexzap.com,1,18,42.1
drim@zathunicon.com,6,25,52.8
dskursky@conecom.com,5,21.3,54.7
dstimmel@dalttechnology.com,4,22.9,44.5
dtawil@donware.com,2,18.5,33.5
dwaycott@newex.com,1,18.1,57
dzurcher@rundofase.com,3,24.3,47.5
ebreland@konex.com,1,29,45.7
ecork@donquadtech.com,1,17.6,48.9
ecorrio@rundofase.com,2,17.7,53.3
edeleo@kan-code.com,3,30.5,60.1
egotter@rundofase.com,1,22.3,49.2
eharoldson@toughzap.com,4,20.9,26.2
ehauenstein@donware.com,4,23.7,52.4
ekeneipp@sunnamplex.com,1,33.4,55.3
ekonopacki@rangreen.com,3,16.8,42.6
eoles@sonron.com,2,17.6,50.4
etegarden@plexzap.com,3,27.6,57
ethreets@xx-holding.com,2,17.3,42.1
ethyberg@xx-zobam.com,7,23.5,33.5
fankeny@year-job.com,3,23.4,60.5
fcookey@rangreen.com,2,22.6,39.6
fflister@ganjaflex.com,3,25.1,63.4
fharoldson@sonron.com,3,23.8,47.4
fharoldson@sonron.com,6,17.2,49.3
fkaniecki@plussunin.com,1,21.1,53.9
fkolmetz@xx-holding.com,2,23.7,52.4
flizama@dontechi.com,5,29.6,43.3
fmaillard@codehow.com,1,20.7,41.8
fperruzza@codehow.com,4,29.6,58.3
frowling@doncon.com,1,17.2,49.9
fshin@ganjaflex.com,1,19.2,43.6
fshinko@iselectrics.com,3,18.3,20.6
fwhobrey@streethex.com,1,25.5,43.1
gauffrey@hottechi.com,3,19.1,37.7
gbachman@golddex.com,2,23.6,40.6
gbatman@streethex.com,2,22.9,43.1
gcandlish@ron-tech.com,3,21.4,37.7
gcronauer@xx-holding.com,6,18,43.5
gfishburne@plusstrip.com,3,32.2,21.1
gglick@sonron.com,3,20.1,53.3
ghoa@inity.com,1,17.2,47.8
ghoffis@ganjaflex.com,4,18.1,30.3
gklusman@openlane.com,3,20.5,30.3
glimmel@scottech.com,6,16.2,21.5
gmaile@betatech.com,1,15,40.4
gmccullan@opentech.com,3,25.5,32.6
gnunlee@treequote.com,5,22.8,45.7
grodeigues@hatfan.com,4,20.1,42.1
gscriven@plexzap.com,1,19.6,45.5
gsilvestrini@ron-tech.com,1,27.4,61.9
gstockham@sunnamplex.com,2,19.1,44.4
gtjepkema@plusstrip.com,5,21.9,34.1
gventura@toughzap.com,1,27.9,53.2
gweglarz@opentech.com,2,29.2,41.8
gwiklund@cancity.com,2,19.3,40.8
hchickering@dambase.com,2,12.8,46.9
hcork@betatech.com,1,19.3,31.6
hdelasancha@finjob.com,1,25.6,49.4
hdemesa@zoomit.com,1,25,57.6
hdorshorst@ontomedia.com,1,17,22
hfrancescon@iselectrics.com,2,27.5,27.9
hgiguere@zotware.com,2,22.4,30.4
hhoneywell@labdrill.com,3,21.5,56.3
hkownacki@kan-code.com,4,25.4,38.4
hlouissant@dalttechnology.com,1,25.8,52.9
hmalet@funholding.com,5,23.3,47.8
hrim@dalttechnology.com,4,19.9,41.1
hsaulter@ontomedia.com,5,20.3,56.6
hwildfong@zotware.com,1,23.1,51.2
ipaa@plexzap.com,1,20.9,43.3
iparvis@scotfind.com,1,19.4,37.7
irodeigues@konex.com,3,28.4,46
jbayless@scottech.com,1,21.7,53.1
jbevelacqua@codehow.com,3,17,45.9
jbookamer@donquadtech.com,5,19.6,39.6
jbrideau@finhigh.com,2,15.9,40.5
jeschberger@openlane.com,4,18.2,59.3
jfarrar@bioplex.com,3,24.1,31
jfigeroa@betasoloin.com,2,20.9,54.6
jfishburne@xx-zobam.com,1,20,57.9
jharoldson@j-texon.com,4,22.8,40.7
jhoopengardner@golddex.com,3,21.7,43.1
jkarpel@warephase.com,3,20.5,56.7
jklusman@rantouch.com,2,23.4,56.3
jmarrier@kinnamplus.com,4,15.3,29.2
jogg@ron-tech.com,1,20.1,45.8
jrantanen@ron-tech.com,6,19.5,36.5
jreiber@ron-tech.com,2,18.6,31
jrhym@bioplex.com,1,26.2,47.5
jsahagun@statholdings.com,2,19.8,27.2
jskursky@konmatfix.com,3,16.5,46.9
kberlanga@finjob.com,2,21.7,37
kcetta@plexzap.com,4,24.2,48.4
kcousey@zotware.com,3,23.6,35.8
kgiguere@donquadtech.com,2,23.5,34
kkardas@sonron.com,3,20.2,49.8
knestle@nam-zim.com,1,25,43.2
kostrosky@ganjaflex.com,2,26,59.3
kperin@kan-code.com,1,23.2,47
krauser@cancity.com,3,24.6,41.3
kregusters@domzoom.com,1,20.9,60.4
kshinko@zumgoity.com,3,23.7,62.5
ktimenez@condax.com,3,23.3,35.3
kyori@groovestreet.com,4,19.8,55.2
kzagen@rundofase.com,1,15.3,49.6
kzurcher@kan-code.com,2,22,43.2
lbarfield@doncon.com,1,20,44.6
lbrossart@isdom.com,2,24.9,48.8
lbuvens@statholdings.com,1,27.6,55.2
lcolla@plussunin.com,1,19.7,28
ldinos@plusstrip.com,1,22.1,68.9
leanes@zathunicon.com,4,19,52.8
leschberger@scottech.com,7,21.6,31.2
lglick@openlane.com,2,23.9,46.6
lgreenbush@iselectrics.com,1,23.6,38
lkeener@iselectrics.com,3,29.8,59.5
llatzke@hatfan.com,1,17.2,36
llinahan@gogozoom.com,1,16,30.1
lmadarang@ontomedia.com,4,13.8,37.8
lmaillard@betatech.com,1,21,30.1
